CODIGO,NOMBRE,PRECIO,FAMILIA,VENTA,RUT,EXISTENCIA
2450,SET BANO 15 P *ANTIDESLIZANTE,7690,10,12990,79536070-0,0.0
2451,CORTINA SHANTU ARGOLLAS,8170,10,14990,79536070-0,0.0
2452,TOALLITA PARVULO,650,10,990,3441908-6,1.0
2453,PIJAMA BUZO ADUL POLAR S/XL,2950,10,4990,3441908-6,3.0
2454,PIJAMA BUZO ALG M/L DAMA S/XL,4650,10,5990,3441908-6,0.0
2455,BOTINERO C/FOTO EQUIPOS,1500,10,2690,9252182-6,1.0
2456,POLERA CON BOLS S/XL,1150,3,1702,3441908-6,0.0
2457,CALZON LARLOS ALG S/XL,1250,3,2200,3441908-6,1.0
2458,POLERA M MANGA ESTAMPADA ADU L,1290,3,1909,3441908-6,0.0
2459,PIJ ALG C/MOD BIK NINA 12/16,1750,3,2990,3441908-6,1.0
2460,CONJUNTO BLANCO 32/36,1791,3,2651,3441908-6,0.0
2461,CONJUNTO BLANCO 38/44,2385,3,3530,3441908-6,0.0
2462,CONJUNTO PIJAMA -BATA PANTALON,5750,9,8510,3441908-6,0.0
2463,POLO BLANCA M/LARG S/XL,990,3,2200,3441908-6,0.0
2464,BERMUDA DE NINO ESTAMPADA T 08,990,3,1465,3441908-6,0.0
2465,BERMUDA DE NINO ESTAMPADA T 10,1215,3,1798,3441908-6,0.0
2466,PIJAMA NINA LARG ALG 6/16,1950,12,3490,3441908-6,3.0
2467,PIJAMA RASO NINA 6/16,1650,3,2442,3441908-6,0.0
2468,BERMUDA DE NINO ESTAMPADA T 16,950,3,1406,3441908-6,0.0
2469,A31495 CV TRAINER ADIDAS 6/11,8570,6,12683,95271000-1,0.0
2470,AO3945 ZAP COMPETENCE AZ/RO 24,6800,6,10064,95271000-1,0.0
2471,AO3945 ZAP COMPETENCE AZ/RO 25,6800,6,10064,95271000-1,0.0
2472,AO3945 ZAP COMPETENCE AZ/RO 26,7110,6,10522,95271000-1,0.0
2473,AO3945 ZAP COMPETENCE AZ/RO 27,7110,6,10522,95271000-1,0.0
2474,AO3945 ZAP COMPETENCE AZ/RO 28,7110,6,10522,95271000-1,0.0
2475,AO3945 ZAP COMPETENCE AZ/RO 29,7110,6,10522,95271000-1,0.0
2476,AO3945 ZAP COMPETENCE AZ/RO 30,7110,6,10522,95271000-1,0.0
2477,AO3945 ZAP COMPETENCE AZ/RO 31,7110,6,10522,95271000-1,0.0
2478,AO3945 ZAP COMPETENCE AZ/RO 32,7110,6,10522,95271000-1,0.0
2479,AO3945 ZAP COMPETENCE AZ/RO 33,7110,6,10522,95271000-1,0.0
2480,AO3298 ZAP TENIS COURT L/V 3.0,11020,6,16309,95271000-1,0.0
2481,AO3298 ZAP TENIS COURT L/V 3.5,11020,6,16309,95271000-1,0.0
2482,AO3298 ZAP TENIS COURT L/V 4.0,11020,6,16309,95271000-1,0.0
2483,AO3298 ZAP TENIS COURT L/V 4.5,11020,6,16309,95271000-1,0.0
2484,AO3298 ZAP TENIS COURT L/V 5.0,11020,6,16309,95271000-1,0.0
2485,AO3298 ZAP TENIS COURT L/V 5.5,11020,6,16309,95271000-1,0.0
2486,AO3298 ZAP TENIS COURT L/V 6.0,11020,6,16309,95271000-1,0.0
2487,AO3298 ZAP TENIS COURT L/V 6.5,11020,6,16309,95271000-1,0.0
2488,A03298 ZAP TENIS COURT L/V 6.5,11340,6,16783,95271000-1,0.0
2489,BO3209 RENEGADE BLA/AZUL 34/38,10676,6,15800,95271000-1,0.0
2490,BO3209 RENEGADE BCO/AZUL 39/43,11645,6,17234,95271000-1,0.0
2491,AO3298 ZAP TENIS COURT L/V 8.5,11340,6,16783,95271000-1,0.0
2492,AO3298 ZAP TENIS COURT L/V 9.0,11340,6,16783,95271000-1,0.0
2493,AO3298 ZAP TENIS COURT L/V 9.5,11340,6,16783,95271000-1,0.0
2494,AO3298 ZA TENIS COURT L/V 10.0,11340,6,16783,95271000-1,0.0
2495,AO3298 ZA TENIS COURT L/V 10.5,11340,6,16783,95271000-1,0.0
2496,AO3298 ZA TENIS COURT L/V 11.0,11340,6,16783,95271000-1,0.0
2497,AO3298 ZA TENIS COURT L/V 11.5,11340,6,16783,95271000-1,0.0
2498,AO3298 ZA TENIS COURT L/V 12.0,11340,6,16783,95271000-1,0.0
2499,HJ ART 635 PITO ACME FUT CURVO,850,5,1258,79922730-4,0.0
2500,TS ART 353 MUNEQUER CON VELCRO,750,5,1110,79922730-4,0.0
2501,AO3298 ZAP TENIS COURT L/V 7.0,11340,6,16783,95271000-1,0.0
2502,ART 7900 PITO PLASTICO CHICO C,190,5,281,96587880-7,0.0
2503,40601 JEANS CLASICO AMERICA 40,5990,3,8865,78217490-8,0.0
2504,40601 JEANS CLASICO AMERICA 42,5990,3,8865,78217490-8,0.0
2505,40601 JEANS CLASICO AMERICA 44,5990,3,8865,78217490-8,0.0
2506,40601 JEANS CLASICO AMERICA 46,5990,3,8865,78217490-8,0.0
2507,40601 JEANS CALSICO AMERICA 48,5990,3,8865,78217490-8,0.0
2508,40601 JEANS CLASICO AMERICA 50,5990,3,8865,78217490-8,0.0
2509,40601 JEANS CLASICO AMERICA 52,5990,3,8865,78217490-8,0.0
2510,40601 JEANS CLASICO AMERICA 54,5990,3,8865,78217490-8,0.0
2511,40601 JEANS CLASICO AMERICA 56,5990,3,8865,78217490-8,0.0
2512,48071 JEANS ARENA ADULTO CO 38,6741,3,9976,78217490-8,0.0
2513,48071 JEANS ARENA ADULTO CO 40,6741,3,9976,78217490-8,0.0
2514,48071 JEANS ARENA ADULTO CO 42,6741,3,9976,78217490-8,0.0
2515,48071 JEANS ARENA ADULTO CO 44,6741,3,9976,78217490-8,0.0
2516,48071 JEANS ARENA ADULTO CO 46,6741,3,9976,78217490-8,0.0
2517,48071 JEANS ARENA ADULTO CO 48,6741,3,9976,78217490-8,0.0
2518,48071 JEANS ARENA ADULTO CO 50,6741,3,9976,78217490-8,0.0
2519,48071 JEANS ARENA ADULTO CO 52,6741,3,9976,78217490-8,0.0
2520,48071 JEANS ARENA ADULTO CO 54,6741,3,9976,78217490-8,0.0
2521,48071 JEANS ARENA ADULTO CO 56,6741,3,9976,78217490-8,0.0
2522,BALON BASQUETBOL N¢5,1650,5,2442,7695706-1,0.0
2523,5098116 Z LONA MUJER S/C FL 35,1860,6,2752,94803000-4,0.0
2524,SET FUTBOL,3000,5,4440,7695706-1,0.0
2525,SET PUSLENGBOLL,4500,5,6660,7695706-1,0.0
2526,5098116 Z LONA MUJER S/C FL 38,1860,6,2752,94803000-4,0.0
2527,5098116 Z LONA MUJER S/C FL 39,1860,6,2752,94803000-4,0.0
2528,5040116 Z LONA MUJER S/C FL 34,1860,6,2752,94803000-4,0.0
2529,5040116 Z LONA MUJER S/C FL 35,1860,6,2752,94803000-4,0.0
2530,5040116 Z LONA MUJER S/C FL 36,1860,6,2752,94803000-4,0.0
2531,5040116 Z LONA MUJER S/C FL 37,1860,6,2752,94803000-4,0.0
2532,5040116 Z LONA MUJER S/C FL 38,1860,6,2752,94803000-4,0.0
2533,CAMISA COL.BCA NI╛O,1680,1,2486,78165090-0,0.0
2534,ESPUELA FOLC. 31/2P.,13989,15,22990,80019100-9,1.0
2535,POL.C/V BOLSILLO PECHO,1490,3,2205,81756100-4,0.0
2536,ALMOHADA 40*105 132HWW,2290,5,3990,76676820-2,0.0
2537,DELANTAL COCINA,1080,5,1990,93049000-8,59.0
2538,PIJAMA FRANELA S/XL,7100,5,11990,93049000-8,0.0
2539,PIJAMA POLAR NINA 6/16,3300,5,4990,93049000-8,2.0
2540,CORBATAS COLEGIAL AZUL ADULTOS,498,15,780,83994100-5,0.0
2541,HUMITAS NEGRA RASO ADULTO ELAS,600,15,890,83994100-5,0.0
2542,SHORT LISO PIQUET PROF L,2250,2,2990,7576541-K,0.0
2543,SHORT LISO SATIN L,1240,2,1836,7576541-K,0.0
2544,BOLSOS PORTAEQUIPOS,1500,2,2990,7576541-K,10.0
2545,SHORT SATIN BLC/AZUL INF,1190,2,1760,7576541-K,0.0
2546,SHORT SATIN BL /AZ JUV,1290,2,1909,7576541-K,0.0
2547,SHORT SATIN BL/AZL ADUL,1400,2,2072,7576541-K,0.0
2548,92306 COTONA BEIGE 6/16,2680,2,4690,76333900-9,0.0
2549,0018 COTONA BLANCA 6/18,4080,2,6990,76333900-9,2.0
2550,GUANTE FIX CUERO S/XL,2215,2,3880,77462640-9,1.0
2551,2414/16 DELANTAL BLCO DAMA 6/1,1990,2,2945,79501640-6,0.0
2552,BUZO AZUL MARINO 6/16,3990,2,5905,81756100-4,0.0
2553,FRAZADA CAMPO LINDO 1/1/2,3300,2,5990,79536070-0,0.0
2554,FRAZADA CAMPO LINDO 2PL,4340,2,7990,79536070-0,7.0
2555,PANTALON HUASO ADULT,6990,2,11990,81756100-4,0.0
2556,16013 CHALE POLAR DA/JS S/XL,3990,2,5905,81756100-4,0.0
2557,360310 JEANS BALCK 44/52,3080,2,5390,81756100-4,12.0
2558,2501 JEANS COTELE DAMA 36/48,4590,2,6793,81756100-4,0.0
2559,1917 JEANS ELAST DAMA 36/48,3490,2,5165,81756100-4,0.0
2560,PANTALON COLEG PLOM.6/16,1390,2,2057,3441908-6,0.0
2561,PIJAMA BUZO HOMBRE S/XL,3650,2,6390,3441908-6,3.0
2562,PIJAMA DAMA POLAR B S/XL,4650,2,7490,3441908-6,0.0
2563,PIJAM CORTO DAM C/R BOT ALG LU,2950,2,4990,3441908-6,4.0
2564,CAMISOLA DAMA CANUTON S/XL,3500,2,5402,3411908-2,0.0
2565,CAMISOLA ALG M/LARG C/B S/XL,4000,2,6990,3441908-6,1.0
2566,BATA DAMA POLAR S/XL,4250,2,7490,3441908-6,1.0
2567,CAMISA FRANCIA ADULTO,1650,2,2590,3441908-6,0.0
2568,PLUMON 1 PLZA S/FUNDA,4506,2,6698,79724330-2,0.0
2569,PIJAMA POLAR DAM C/R 1/2B S/XL,4300,2,6990,3441908-6,1.0
2570,CAMISETA ALG M/L S/XL,1925,2,3490,76333900-9,0.0
2571,BALONES HAND BOLL ESPONJA,2350,2,3478,3634388-5,0.0
2572,MANILLAS TACA TACA,400,2,592,76643690-0,0.0
2573,PIJAMA ALGODON LARGO S/XL,3833,2,6790,78835460-6,5.0
2574,101 PANT BUZO I COLOR S/XL,1850,2,2797,81756100-4,0.0
2575,PLUMON 11/2 C/FUN SAB GUATE,8587,2,12710,79536070-0,0.0
2576,QUILT PORTOFINO 3D 2PL,15650,2,27990,79536070-0,1.0
2577,SOQ VARON ALG COLOR 10/11,250,2,990,76333900-9,0.0
2578,COPA 3122 20.5CM PLAT/AZUL,2890,2,4277,84915900-3,0.0
2579,ALAPARGATA BURDEO 34/39,2200,5,4490,85518800-7,0.0
2580,SET CORTINAS ECO PRES 8 PZAS,7750,2,12990,79536070-0,8.0
2581,SET WC BANO/WC/TAPA EST,4910,2,8990,79536070-0,25.0
2582,PANTALON ARBITRO REUCHS,3000,2,5076,77462640-9,0.0
2583,SILBATO PROFECIONAL DRB 50,812,5,1490,77462640-9,8.0
2584,PLUMON 2PL C/FUN SABANA,10672,2,15795,79536070-0,0.0
2585,SHORT ARQUERO CAFU ADIL S/XL,4491,2,7890,76064490-0,0.0
2586,CAMISETA C/V M LAR HOM,3640,2,5990,79531220-K,0.0
2587,FALDA COLEG AZ/M 6/16,2990,2,4690,81756100-4,1.0
2588,1319BALON FUT.CYBER ATTACK,7347,5,10874,96814350-6,0.0
2589,"8813216 BOLSO DEPORT.16""",1330,5,1968,79501640-6,0.0
2590,SOQUETE COL PLOMO 10/12,490,2,725,79531220-K,0.0
2591,DELANTAL ROSADO 10/16,4129,2,6990,80019100-9,4.0
2592,DELANTAL CUADR ROSADO 38/42,4769,2,7390,80019100-9,2.0
2593,OVEROL PILOTO AZUL,2890,2,5990,77892890-6,0.0
2594,ZAP FUT CAFU SPIRIT 39/45,7191,2,10500,76064490-0,0.0
2595,CAMISETA FUT INTERNAC ADULT,2650,2,3990,6625159-4,0.0
2596,CAMISET FUT INTERNAC 6/16,2500,2,4194,6625159-4,0.0
2597,ZAP FUT CAFU 34/38,7990,2,12990,76064490-0,6.0
2598,CAMISA COLG BLCA 28/36,1340,3,1983,-0,0.0
2599,ALMOHADAS PREMIUM,2820,2,3990,79536070-0,0.0
2600,SABANA BLCA 1 PLAZA,4815,2,8426,79536070-0,0.0
2601,SABANA BLCA 11/12 PLAZA,5301,2,9278,79536070-0,0.0
2602,ZAP.BABY CAFU 30/34,4761,2,7046,76064490-0,0.0
2603,88051 CAM FUTB PROF COLO LOG S,7930,2,11736,95271000-1,0.0
2604,88051 CAM FUTB PROF COLO LOG M,7930,2,11736,95271000-1,0.0
2605,88051 CAM FUTB PROF COLO LOG L,7930,2,11736,95271000-1,0.0
2606,88051 CAM FUT PROF COLO LOG XL,7930,2,11736,95271000-1,0.0
2607,88055 CAM FUTB PROF ARGE LOG S,7930,2,11736,95271000-1,0.0
2608,88055 CAM FUTB PROF ARGE LOG M,7930,2,11736,95271000-1,0.0
2609,88055 CAM FUTB PROF ARGE LOG L,7930,2,11736,95271000-1,0.0
2610,88055 CAM FUT PROF ARGE LOG XL,7930,2,11736,95271000-1,0.0
2611,REDES PORTA BALONES DE FUTBOLL,45,5,120,3706773-3,0.0
2613,OISL403 4 PANTINA UNISEX CO 34,500,15,900,89597000-K,0.0
2614,OISL403 4 PANTINA UNISEX CO 35,500,15,900,89597000-K,0.0
2615,OISL403 4 PANTINA UNISEX CO 36,500,15,900,89597000-K,0.0
2616,OISL403 4 PANTINA UNISEX CO 37,500,15,900,89597000-K,0.0
2617,OISL403 4 PANTINA UNISEX CO 38,500,15,900,89597000-K,0.0
2618,OISL403 8 PANTINA UNISEX CO 39,500,15,900,89597000-K,0.0
2619,OISL403 8 PANTINA UNISEX CO 40,500,15,900,89597000-K,0.0
2620,OISL403 8 PANTINA UNISEX CO 41,500,15,900,89597000-K,0.0
2621,OISL403 8 PANTINA UNISEX CO 42,500,15,900,89597000-K,0.0
2622,OISL403 8 PANTINA UNISEX CO 43,500,15,900,89597000-K,0.0
2623,OISL403 8 PANTINA UNISEX CO 44,500,14,900,89597000-K,0.0
2624,SOQ TENIS FILA ADUL HOM ELASTI,720,10,1065,96619620-3,0.0
2625,SOQ TENIS FILA ADUL HOM ELASTI,890,10,1317,96619620-3,0.0
2626,ZAP MOD CHE-01 FILA BLANCO 6.5,13590,6,20113,96619620-3,0.0
2627,ZAP MOD CHE-01 FILA BLANCO 7.0,13590,6,20113,96619620-3,0.0
2628,ZAP MOD CHE-01 FILA BLANCO 7.5,13590,6,20113,96619620-3,0.0
2629,PATA ALGODON AZUL/NEGRO/MILARG,2900,5,4292,96619620-3,0.0
2630,CANILLERA MODELO PRO,1890,5,2798,96619620-3,0.0
2631,BALON AMERICA,15690,5,23221,96619620-3,0.0
2632,BALONES FUTBOL MOD. BRASIL,14690,5,21741,96619620-3,0.0
2633,BALONES FUTBOL PENALTY MOD. SU,9990,5,14785,96619620-3,0.0
2634,BALONES FUTBOL PENALTY MOD. GO,6800,5,10064,96619620-3,0.0
2635,BALON BABY MAX PENALTY,7600,5,11248,96619620-3,0.0
2636,ZAP MOD CHE-01 FILA BLANC 11.5,13590,6,20113,96619620-3,0.0
2637,BALONES VOLLEY PENALTY MOD. M6,4890,5,7237,96619620-3,0.0
2638,BALON BASKET PENALTY 5 MIRIM,2990,6,4425,96619620-3,0.0
2639,ZAP MOD CHE-02 FILA BCO/NE 7.0,14190,6,21001,96619620-3,0.0
2640,ZAP MOD CHE-02 FILA BCO/NE 7.5,14190,6,21001,96619620-3,0.0
2641,ZAP MOD CHE-02 FILA BCO/NE 8.0,14190,6,21001,96619620-3,0.0
2642,ZAP MOD CHE-02 FILA BCO/NE 8.5,14190,6,21001,96619620-3,0.0
2643,ZAP MOD CHE-02 FILA BCO/NE 9.0,14190,6,21001,96619620-3,0.0
2644,ZAP MOD CHE-02 FILA BCO/NE 9.5,14190,6,21001,96619620-3,0.0
2645,ZAP MOD CHE-02 FILA BC/NE 10.0,14190,6,21001,96619620-3,0.0
2646,ZAP MOD CHE-02 FILA BC/NE 10.5,14190,6,21001,96619620-3,0.0
2647,ZAP MOD CHE-02 FILA BC/NE 11.0,14190,6,21001,96619620-3,0.0
2648,ZAP MOD CHE-02 FILA BC/NE 11.5,14190,6,21001,96619620-3,0.0
2649,CANILLERAS MODELO WING,2790,5,3993,96619620-3,0.0
2650,POLERA UNISEX VISCOSA ESTAMP S,2490,3,3685,6612412-6,0.0
2651,POLERA UNISEX VISCOSA ESTAMP M,2490,3,3685,6612412-6,0.0
2652,POLERA UNISEX VISCOSA ESTAMP L,2490,3,3685,6612412-6,0.0
2653,POLERA UNISEX VISCOSA ESTAM XL,2490,3,3685,6612412-6,0.0
2654,REDES D MESA PING-PONG SCHIELD,1190,5,1761,84915900-3,0.0
2655,GUANTE BOX JUN 8/10 ONZ,2990,9,5990,77462640-9,0.0
2656,RODILLE HONEY LARGA,7690,9,13990,77139990-8,7.0
2657,CAMISETA FRANELA M/L S/XL,3000,9,5990,80019100-9,0.0
2658,CUBRE COLCHON IMPER 2.PL,8835,9,15490,77749210-1,2.0
2659,CUBRE COLCON IMPER 1.5 PL,5200,2,8990,77749210-1,1.0
2660,CORTINA BLACK OUT C/U,7150,2,11990,79536070-0,0.0
2661,VENDA BIONIC COPOL ADHESIV,1190,2,1990,76064490-0,26.0
2662,TACO POOL 031 2TRAM,11217,2,18990,77462640-9,0.0
2664,SEOOPR PELOTA TERAPIA MANO,316,5,990,77139990-8,0.0
2665,SABANA EQUESTRIA GIRLS,5500,5,8990,89524100-8,0.0
2666,424 6001 ZAP COLEG NEG CORD 37,5994,8,8871,91384000-3,0.0
2667,424 6001 ZAP COLEG NEG CORD 38,5994,8,8871,91384000-3,0.0
2668,389-6403 ZA LONA MOD TOPPER 30,1974,6,2921,91384000-3,0.0
2669,389-6403 ZA LONA MOD TOPPER 31,1974,6,2921,91384000-3,0.0
2670,389-6403 ZA LONA MOD TOPPER 32,1974,6,2921,91384000-3,0.0
2671,389-6403 ZA LONA MOD TOPPER 33,1974,6,2921,91384000-3,0.0
2672,PIJAMA DE NINO LARGO ESTAMT 02,1000,9,1480,96614580-3,0.0
2673,PIJAMA DE NINO LARGO ESTAMP 04,999,9,1480,96614580-3,0.0
2674,PIJAMA DE NINO LARGO ESTAMP 06,1000,9,1480,96614580-3,0.0
2675,PIJAMA DE NINO LARGO ESTAMP 08,1000,9,1480,96614580-3,0.0
2676,PIJAMA DE NINO LARGO ESTAMP 10,1000,9,1480,96614580-3,0.0
2677,PIJAMA DE NINO LARGO ESTAMP 12,1000,9,1480,96614580-3,0.0
2678,TRAJE BANO C VALLEYS 1 COLOR S,1665,2,2464,96614580-3,0.0
2679,TRAJE BANO C VALLEYS 1 COLOR M,1820,2,2693,96614580-3,0.0
2680,TRAJE BANO C VALLEYS 1 COLOR L,1665,2,2464,96614580-3,0.0
2681,TRAJE BANO C VALLEYS 1 COLO XL,1397,2,2068,96614580-3,0.0
2682,JOCKEY VARON ADUL COLOR 58-/60,811,15,1200,96614580-3,0.0
2683,SOQ ALG/LYC SIN PUNO,780,5,1390,76442659-2,0.0
2684,289-7440 ZA NINO LINO CORDO 26,1974,6,2921,91384000-3,0.0
2685,289-7440 ZA NINO LINO CORDO 27,1974,6,2921,91384000-3,0.0
2686,289-7440 ZA NINO LINO CORDO 28,1974,6,2921,91384000-3,0.0
2687,289-7440 ZA NINO LINO CORDO 29,1974,6,2921,91384000-3,0.0
2688,406-6725 ZAPATO FUT. POWER,6000,5,8880,91384000-3,0.0
2689,804-6705-6605 FUTBOL HOMBRE,6800,5,10064,91384000-3,0.0
2690,ZAPATO FUTBOL CLASSIC,5800,5,8584,91384000-3,0.0
2691,389-7440 ZA NINO LINO CORDO 33,2094,6,3099,91384000-3,0.0
2692,889-8405 Z LINO ADUL VELCRO 39,2394,6,3543,91384000-3,0.0
2693,889-8405 Z LINO ADUL VELCRO 40,2394,6,3543,91384000-3,0.0
2694,889-8405 Z LINO ADUL VELCRO 41,2394,6,3543,91384000-3,0.0
2695,889-8405 Z LINO ADUL VELCRO 42,2394,6,3543,91384000-3,0.0
2696,889-8405 Z LINO ADUL VELCRO 43,2394,6,3543,91384000-3,0.0
2697,889-8405 Z LINO ADUL VELCRO 44,2394,6,3543,91384000-3,0.0
2698,SOQ TOBILLERA HOM 9507/TU,363,5,690,76442659-2,4.0
2699,7152/TU SOQ TOBILLERA HOM,363,5,790,76442659-2,19.0
2700,JGO SABANA U.DE CHILE 1.5,8490,5,12990,78526430-4,0.0
2701,ENAGUA CINTURA ART M33,2930,5,4590,4526772-5,0.0
2702,TOBILLERA NEOPREN AZ/NEG,1125,5,1990,76064490-0,0.0
2703,PANTALON ART CASIMIR PINZAD 44,4242,3,6277,83111900-4,0.0
2704,PANTALON ART CASIMIR PINZAD 46,4242,3,6277,83111900-4,0.0
2705,PANTALON ART CASIMIR PINZAD 48,4242,3,6277,83111900-4,0.0
2706,PANTALON ART CASIMIR PINZAD 50,4242,3,6277,83111900-4,0.0
2707,PANTALON ART CASIMIR PINZAD 52,4242,3,6277,83111900-4,0.0
2708,PANTALON ART CASIMIR PINZAD 54,4242,3,6277,83111900-4,0.0
2709,PANTALON ART CASIMIR PINZAD 56,4242,3,6277,83111900-4,0.0
2710,SOQ ANTIDESLIZANTE AD,2190,5,3890,77139990-8,51.0
2711,MEDIA FUT ANTIDES ADULT,2490,5,3990,77139990-8,16.0
2716,BOLSOS PORTA EQUIPOS,1500,5,2220,4131588-1,0.0
2717,BLADES DE BALON FUTBOLL NUME 4,320,5,473,4131588-1,0.0
2718,ZAPATO FUTBOL OLIMPHUS 34/37,6200,5,9176,4131588-1,0.0
2719,PAR RODILLERAS ARQUERO ADULTOS,1700,5,2516,4131588-1,12.0
2720,NT 18314 GENESIS B JR BL/AZ 26,8178,6,12103,88887900-5,0.0
2721,NT 18314 GENESIS B JR BL/AZ 27,8178,6,12103,88887900-5,0.0
2722,NT 18314 GENESIS B JR BL/AZ 28,8178,6,12103,88887900-5,0.0
2723,NT 18314 GENESIS B JR BL/AZ 29,8500,6,12580,88887900-5,0.0
2724,NT 18314 GENESIS B JR BL/AZ 30,8178,6,12103,88887900-5,0.0
2725,NT 18314 GENESIS B JR BL/AZ 31,8178,6,12103,88887900-5,0.0
2726,NT 18314 GENESIS B JR BL/AZ 32,8990,6,13305,88887900-5,0.0
2727,NT 18314 GENESIS B JR BL/AZ 33,8178,6,12103,88887900-5,0.0
2728,HJ239240/6 DAVE BL/BUR/GRI 5.0,5500,6,8140,88887900-5,0.0
2729,HJ239240/6 DAVE BL/BUR/GRI 5.5,5500,6,8140,88887900-5,0.0
2730,HJ239240/6 DAVE BL/BUR/GRI 6.0,5500,6,8140,88887900-5,0.0
2731,HJ239240/6 DAVE BL/BUR/GRI 6.5,5500,6,8140,88887900-5,0.0
2732,HJ239240/6 DAVE BL/BUR/GRI 7.0,5500,6,8140,88887900-5,0.0
2733,HJ239240/6 DAVE BL/BUR/GRI 7.5,5500,6,8140,88887900-5,0.0
2734,HJ239240/6 DAVE BL/BUR/GRI 8.0,5500,6,8140,88887900-5,0.0
2735,HJ239240/6 DAVE BL/BUR/GRI 8.5,5500,6,8140,88887900-5,0.0
2736,HJ239240/6 DAVE BL/BUR/GRI 9.0,5500,6,8140,88887900-5,0.0
2737,HJ239240/6 DAVE BL/BUR/GRI 9.5,5500,6,8140,88887900-5,0.0
2738,HJ239240/6 DAVE BL/BUR/GR 10.0,5500,6,8140,88887900-5,0.0
2739,HJ239240/6 DAVE BL/BUR/GR 10.5,5500,6,8140,88887900-5,0.0
2740,113216/67 TENI EXPLOR JR 26/33,9750,6,14430,88887900-5,0.0
2741,113215/67 TENIS JUNIOR EXPLORE,9720,6,14386,88887900-5,0.0
2742,117307/62 ZA AEROB WINGS 34/39,10850,6,16058,88887900-5,0.0
2743,CASCO BICI ECO RIDER,8990,6,15990,76064490-0,0.0
2744,0127 TOALLA MEDIO BANO LISA CO,745,14,1103,80943400-1,0.0
2745,101JGO TOALLAS LISO PLZA,2117,14,3132,80943400-1,0.0
2746,523BAJADA DE CAMA 50*90,892,14,1319,80943400-1,0.0
2747,291 TOALLA VELOUR31/112,1080,14,1598,80943400-1,0.0
2748,5001 TOALLA ESTAMP TOM Y JERRY,1990,14,2945,80943400-1,0.0
2749,0113 TOALLA INFANT BANO ESTAMP,890,14,1317,80943400-1,0.0
2750,0211 TOALLA PLAYA GRAND VELOUR,3200,14,4736,80943400-1,0.0
2751,3041 VESTON CASIMIR CRZDO S-XL,13359,1,19771,80019100-9,0.0
2752,3040 VESTON CASIMIR RECTO 6-8,9119,1,13497,80019100-9,0.0
2753,3040 VESTON CASIMIR RECTO 10-1,10179,1,15065,80019100-9,0.0
2754,3041VESTON COL.CZDO T/14/16,11869,1,17566,80019100-9,0.0
2755,3040 VESTON CASIMIR RECTO 38/4,12299,1,18203,80019100-9,0.0
2756,3040 VESTON CASIMIR RECTO 44-5,14419,1,21340,80019100-9,0.0
2757,3041 JUMPER CASIMIR,6039,1,8938,80019100-9,0.0
2758,TOALLA PLAYA IMPORTADA,1530,14,2264,80019100-9,0.0
2759,PANT. MEZCLILLA 56-60,4559,3,8990,80019100-9,0.0
2760,CINTURON HUASO FANT. 52*56,6149,3,9101,80019100-9,0.0
2761,PANTALON COL.DAMA 38/42,3919,1,5800,80019100-9,0.0
2762,PANTALON COL.DAMA 6/8,3179,1,4704,80019100-9,0.0
2763,PANTALON DAMA COL 10/12,3389,1,5015,80019100-9,0.0
2764,PANT.COLG DAMA ELAST 14/18,3599,1,6280,80019100-9,1.0
2765,PANT DAMA ELAST COLG 44/50,4129,1,6110,80019100-9,0.0
2766,SOMBRERO PAJA GRANDE,2119,1,3136,80019100-9,0.0
2767,PANTALON COL.44/50,4349,3,6437,80019100-9,0.0
2768,PIJAMA TREVIRA COLORES,2575,3,3811,80019100-9,0.0
2769,ZAPATO HUASO CUERO 26/29,16429,3,25990,80019100-9,0.0
2770,FALDA HUASA FLOREADA 6-8,2859,3,4231,80019100-9,0.0
2771,FALDA HUASA FLOREADA 10-12,3069,3,4542,80019100-9,0.0
2776,CAMISETA TIRANTE BCA ALGOD H S,680,9,1154,83569800-9,0.0
2777,CAMISETA TIRANTE BCA ALGOD H M,680,9,1154,83569800-9,0.0
2778,CAMISETA TIRANTE BCA ALGOD H L,980,9,1450,83569800-9,0.0
2779,CAMISETA TIRANTE BCA ALGO H XL,680,9,1154,83569800-9,0.0
2772,SLIP ALGODON LISO HOMBR CAJA S,480,9,710,83569800-9,0.0
2773,SLIP ALGODON LISO HOMBR CAJA M,480,9,710,83569800-9,0.0
2774,SLIP ALGODON LISO HOMBR CAJA L,480,9,710,83569800-9,0.0
2775,SLIP ALGODON LISO HOMBR CAJ XL,480,9,710,83569800-9,0.0
2780,CAMIS LIST EJEC H.M.CORTA 16.5,2080,3,3078,83569800-9,0.0
2781,CAMISA LISTA EJEC H.M.CORTA 17,2380,3,3522,83569800-9,0.0
2782,CAMIS LIST EJEC H.M.CORTA 17.5,2380,3,3522,83569800-9,0.0
2783,CAMISA LISTA EJEC H.M.CORTA 18,2380,3,3522,83569800-9,0.0
2784,CAMIS LIST EJEC H.M.CORTA 18.5,1980,3,2930,83569800-9,0.0
2785,CAMISA LIST ESP H.M.CORTA 18.0,2680,3,3966,83569800-9,0.0
2786,CAMISA LIST ESP H.M.CORTA 18.5,2580,3,3966,83569800-9,0.0
2787,CAMISA LIST ESP H.M.CORTA 19.0,2680,3,3966,83569800-9,0.0
2788,CAMISA LIST ESP H.M.CORTA 19.5,3680,3,5890,83569800-9,0.0
